Id,SalePrice
1461,122990.70090511389
1462,140265.68932487443
1463,184466.10530857198
1464,184636.44678287522
1465,182073.0035704188
1466,176568.47870164702
1467,181597.95042718886
1468,173578.96539159643
1469,187250.61371501544
1470,113502.35477102865
1471,199869.7948988146
1472,93949.85901153731
1473,95968.0351183256
1474,154118.39163462506
1475,139555.0785220901
1476,428309.6583290319
1477,277642.9898715856
1478,294251.09022788744
1479,247839.42507060297
1480,512488.97592479235
1481,310076.04031021043
1482,208145.3085106815
1483,173729.87784128537
1484,164798.38986397596
1485,180570.00752119982
1486,187546.22412168226
1487,341404.8488958831
1488,230750.60503733202
1489,201816.94684889537
1490,201970.39176896628
1491,190774.96256522494
1492,87818.2022276495
1493,185147.070031426
1494,313089.95266060124
1495,268493.6936603127
1496,236118.2972610203
1497,178878.78456072888
1498,154967.42465710358
1499,153950.11496659633
1500,143248.69658486568
1501,180751.7021947267
1502,151726.1024815347
1503,289450.4969073181
1504,228706.54076123345
1505,222464.73504893674
1506,182526.95171405582
1507,202702.76454084934
1508,202665.39397039142
1509,171596.5369811209
1510,152732.184159059
1511,147440.33186043683
1512,157146.64031748264
1513,162365.6456276779
1514,147662.82063743123
1515,165285.24266216662
1516,157599.82357490563
1517,154934.66507147474
1518,125192.44283687038
1519,222552.0021459385
1520,135321.27843566544
1521,141557.15916557555
1522,165928.34695988876
1523,109131.51502918861
1524,121202.7957183221
1525,124301.52378056484
1526,121454.01295658169
1527,99235.24495209592
1528,138288.6057689303
1529,148648.12141162666
1530,174638.63544423456
1531,110651.74520289576
1532,97553.50471574799
1533,137578.10430230363
1534,117117.4721074252
1535,157499.94492757777
1536,112329.86345211304
1537,66299.93011999254
1538,188504.9964780101
1539,224245.8627931349
1540,100878.65315156132
1541,139747.6915633299
1542,129683.71125421581
1543,237926.4657016135
1544,74354.62786537048
1545,102640.15984274281
1546,129979.59593046595
1547,132282.2362729231
1548,131574.63350297633
1549,106630.01890001333
1550,142441.2376365412
1551,111795.98010811435
1552,116213.70704354324
1553,150245.5641856675
1554,108100.5320481372
