Id,SalePrice
1461,125576.2
1462,156334.75
1463,170986.355
1464,180060.0
1465,196718.145
1466,187397.3
1467,169652.5
1468,175894.945
1469,185452.675
1470,125740.85
1471,195325.235
1472,96485.5
1473,102760.5
1474,152071.9
1475,151508.575
1476,393607.885
1477,264450.145
1478,311969.3
1479,262688.68
1480,444591.115
1481,290002.78
1482,210428.865
1483,175500.22
1484,184054.405
1485,176484.975
1486,195602.745
1487,315463.01
1488,246953.275
1489,206272.225
1490,189880.055
1491,194898.695
1492,99016.51
1493,178973.85
1494,315505.96
1495,287282.62
1496,228715.625
1497,197100.895
1498,152495.62
1499,153453.08
1500,139122.15
1501,172650.675
1502,172018.33
1503,268182.92
1504,233972.13
1505,215148.53
1506,186163.41
1507,214276.36
1508,193254.15
1509,165013.975
1510,153616.5
1511,153824.695
1512,161041.15
1513,158690.73
1514,150933.64
1515,169101.395
1516,154010.59
1517,150551.26
1518,133188.68
1519,223990.05
1520,139185.75
1521,145527.375
1522,162794.49
1523,113151.12
1524,118932.33
1525,125485.08
1526,130102.62
1527,108335.3
1528,126212.5
1529,145576.82
1530,172193.47
1531,125564.0
1532,109293.15
1533,144960.8
1534,117765.22
1535,139710.25
1536,116012.72
1537,80694.635
1538,178294.86
1539,238378.42
1540,116482.53
1541,146570.0
1542,136966.815
1543,218762.62
1544,85088.5
1545,102246.58
1546,122726.5
1547,139931.5
1548,131014.475
1549,107726.0
1550,139107.905
1551,118091.85
1552,137324.18
1553,142244.99
1554,107074.28
1555,160204.975
1556,94048.38
1557,124571.68
1558,94881.33
1559,118128.16
1560,145708.37
1561,139146.775
1562,127499.5
1563,127254.0
1564,159987.615
1565,154942.04
1566,215250.12
1567,84827.87
1568,219797.81
1569,157939.995
1570,129917.875
1571,130472.76
1572,148588.25
1573,251861.72
1574,122217.57
1575,202402.315
1576,202397.5
1577,207182.55
1578,157627.79
1579,141066.2
1580,194144.37
1581,140954.125
1582,127506.75
1583,316460.88
1584,245377.695
1585,142197.25
1586,81593.275
1587,103673.765
1588,152757.735
1589,101113.51
1590,132881.5
1591,106347.25
1592,130141.82
1593,118539.88
1594,124326.93
1595,124056.5
1596,238649.085
1597,156609.185
1598,197198.075
1599,195965.24
1600,189591.505
1601,74796.05
1602,114143.19
1603,96037.66
1604,286131.045
1605,250554.35
1606,163821.525
1607,172361.545
1608,217766.175
1609,203141.63
1610,160476.625
1611,146716.275
1612,156686.365
1613,154715.805
1614,124485.6
1615,89971.25
1616,83288.0
1617,91029.0
1618,127346.5
1619,127868.11
1620,149063.28
1621,131904.995
1622,150199.815
1623,275556.965
1624,201479.75
1625,129600.0
1626,175245.0
1627,184193.0
1628,272315.81
1629,182596.825
1630,342655.025
1631,218072.455
1632,246795.56
1633,174923.25
1634,177700.5
1635,179073.97
1636,158456.44
1637,172091.4
1638,220376.87
1639,187299.0
1640,262211.24
1641,187496.86
1642,221627.28
1643,231649.41
1644,225737.515
1645,176460.06
1646,152436.5
1647,161417.35
1648,149389.7
1649,139972.25
1650,123553.2
1651,120036.83
1652,94698.0
1653,99630.5
1654,155855.0
1655,167056.395
1656,151517.9
1657,153585.625
1658,154692.65
1659,152343.125
1660,142126.85
1661,452728.55
1662,392571.22
1663,368988.995
1664,457748.86
1665,332461.785
1666,308544.055
1667,336870.925
1668,341891.44
1669,306414.535
1670,356172.26
1671,261028.58
1672,458155.405
1673,304740.775
1674,268984.84
1675,177419.525
1676,185342.045
1677,214357.13
1678,461335.835
1679,338452.23
1680,317544.82
1681,262026.15
1682,295470.625
1683,200958.645
1684,177582.74
1685,173098.075
1686,181409.335
1687,174780.075
1688,193797.04
1689,189210.15
1690,186095.225
1691,180305.44
1692,261201.28
1693,175579.735
1694,182181.9
1695,171260.19
1696,275337.105
1697,174027.09
1698,337337.985
1699,310551.145
1700,246536.685
1701,260801.33
1702,271131.615
1703,273202.735
1704,287536.44
1705,219398.085
1706,423976.355
1707,207372.565
1708,207799.545
1709,291500.815
1710,226423.53
1711,272813.51
1712,255236.545
1713,259888.15
1714,221670.18
1715,201605.69
1716,165990.85
1717,159371.135
1718,148298.175
1719,206034.28
1720,254943.145
1721,158818.325
1722,144372.015
1723,153742.66
1724,217063.185
1725,239794.185
1726,191102.23
1727,174092.1
1728,193676.275
1729,167261.825
1730,174326.565
1731,123576.63
1732,129521.28
1733,123066.01
1734,126229.0
1735,133050.79
1736,119088.04
1737,316782.395
1738,228135.42
1739,274489.025
1740,188946.0
1741,175931.93
1742,170790.725
1743,162321.345
1744,293575.905
1745,234470.635
1746,272765.075
1747,220311.95
1748,213076.77
1749,163004.45
1750,149645.74
1751,231742.2
1752,121970.5
1753,145484.23
1754,227281.95
1755,170657.5
1756,126216.465
1757,116655.02
1758,143374.51
1759,156213.5
1760,160361.795
1761,145729.695
1762,172101.8
1763,170619.24
1764,118687.8
1765,171111.0
1766,173459.0
1767,191575.35
1768,140807.25
1769,165949.355
1770,138666.5
1771,140438.43
1772,141855.69
1773,142286.375
1774,131492.725
1775,130780.255
1776,117688.84
1777,116421.58
1778,128297.0
1779,120768.51
1780,187670.45
1781,133585.345
1782,97298.71
1783,122939.375
1784,101642.8
1785,115540.245
1786,142893.455
1787,171895.47
1788,67950.61
1789,99796.03
1790,89291.22
1791,183092.59
1792,154658.525
1793,139830.68
1794,140828.1
1795,140611.25
1796,128948.25
1797,119166.08
1798,123408.42
1799,111782.58
1800,132318.5
1801,128855.505
1802,155743.575
1803,162611.39
1804,139172.0
1805,131193.0
1806,117922.245
1807,145728.0
1808,116386.645
1809,118294.775
1810,145039.775
1811,112838.5
1812,115837.015
1813,117331.52
1814,103790.84
1815,67111.49
1816,99496.76
1817,120106.355
1818,144813.05
1819,114616.14
1820,82131.33
1821,121429.8
1822,148437.695
1823,65497.825
1824,139936.65
1825,135607.745
1826,105111.26
1827,111873.635
1828,137996.195
1829,110543.5
1830,145023.275
1831,165651.76
1832,116497.895
1833,136608.03
1834,129249.81
1835,182370.94
1836,126738.75
1837,98498.615
1838,137101.835
1839,90215.5
1840,165557.34
1841,154018.475
1842,91928.87
1843,138392.0
1844,135380.1
1845,134997.36
1846,152171.75
1847,158052.205
1848,66393.77
1849,128204.25
1850,130496.955
1851,148955.745
1852,127534.205
1853,129361.0
1854,177144.585
1855,145379.53
1856,221892.77
1857,155561.15
1858,139923.5
1859,137991.02
1860,147715.15
1861,137847.55
1862,289304.755
1863,284471.035
1864,284471.035
1865,339046.665
1866,342180.635
1867,244600.14
1868,292499.97
1869,196040.71
1870,240815.08
1871,258249.14
1872,173627.905
1873,229852.895
1874,138671.0
1875,201383.08
1876,189854.0
1877,206651.69
1878,212569.45
1879,134444.68
1880,133898.9
1881,247408.385
1882,253556.11
1883,195905.025
1884,217011.89
1885,245777.68
1886,288773.215
1887,200240.28
1888,271744.835
1889,170790.595
1890,140000.0
1891,140812.0
1892,114000.45
1893,135801.01
1894,136320.915
1895,144120.25
1896,123334.71
1897,120559.59
1898,103480.5
1899,133243.38
1900,148855.82
1901,161509.99
1902,139194.2
1903,248942.4
1904,138103.625
1905,188403.12
1906,145048.25
1907,200203.44
1908,112931.25
1909,133046.82
1910,125066.26
1911,192766.14
1912,278057.595
1913,141703.595
1914,79911.22
1915,315373.76
1916,72453.35
1917,251398.075
1918,134867.25
1919,155083.99
1920,152401.785
1921,404578.12
1922,352345.465
1923,205259.75
1924,226480.45
1925,216209.48
1926,358464.29
1927,135967.0
1928,158165.5
1929,129319.9
1930,129931.75
1931,134850.5
1932,133691.0
1933,170668.7
1934,175122.83
1935,173070.69
1936,187967.775
1937,183755.0
1938,163102.13
1939,246186.665
1940,195025.29
1941,177473.775
1942,190655.9
1943,194423.81
1944,312366.47
1945,332848.535
1946,164725.25
1947,296057.86
1948,174994.33
1949,249304.55
1950,181017.41
1951,268914.09
1952,229479.74
1953,166429.41
1954,209327.5
1955,126969.82
1956,285257.925
1957,167273.25
1958,320164.425
1959,138628.405
1960,114102.05
1961,122916.5
1962,92113.75
1963,102452.25
1964,114267.29
1965,154540.4
1966,158391.67
1967,273631.42
1968,385372.9
1969,346499.845
1970,413905.215
1971,453736.72
1972,369413.22
1973,269002.735
1974,309098.215
1975,454729.61
1976,280000.105
1977,368584.705
1978,345482.23
1979,340355.105
1980,199350.355
1981,333919.55
1982,225617.73
1983,219455.77
1984,183631.83
1985,215689.025
1986,224026.23
1987,184882.58
1988,178769.775
1989,189558.2
1990,218380.5
1991,215114.575
1992,218063.82
1993,175920.75
1994,257159.33
1995,188046.17
1996,259124.69
1997,328410.53
1998,318523.78
1999,254919.33
2000,307654.945
2001,278730.745
2002,242632.225
2003,264824.34
2004,271841.695
2005,219112.535
2006,218374.355
2007,247954.48
2008,211100.25
2009,190263.55
2010,192367.84
2011,151151.495
2012,177501.885
2013,181694.1
2014,181951.875
2015,200257.95
2016,186484.35
2017,209603.545
2018,126532.25
2019,131196.79
2020,121954.69
2021,115566.87
2022,176465.59
2023,147402.12
2024,215422.57
2025,358455.585
2026,187328.63
2027,138156.15
2028,152268.44
2029,166400.725
2030,269069.97
2031,237625.7
2032,240279.52
2033,265701.235
2034,159746.8
2035,213529.265
2036,206222.225
2037,210689.42
2038,338995.65
2039,200986.905
2040,419986.06
2041,253044.835
2042,207497.855
2043,171692.3
2044,174578.22
2045,220367.565
2046,137453.94
2047,149423.875
2048,132399.15
2049,137680.46
2050,184415.925
2051,110609.76
2052,138641.28
2053,144628.0
2054,87911.35
2055,152725.54
2056,134239.285
2057,125060.715
2058,220259.52
2059,133270.61
2060,161468.78
2061,174187.75
2062,140441.5
2063,111814.28
2064,136932.88
2065,125699.38
2066,185095.02
